"Genus","OTU","pvalue","seasoncooccurrence","Process"
"uncultured","Zotu15548",0.001,"Spring-Winter","Eff"
"Ferribacterium","Zotu15549",0.008,"Winter","Eff"
"Microbacterium","Zotu15550",0.012,"Winter","Eff"
"Williamwhitmania","Zotu15551",0.001,"Spring","Eff"
"Monoglobus","Zotu15553",0.005,"Spring","Eff"
"Faecalitalea","Zotu15555",0.001,"Spring","Eff"
"Prevotella","Zotu15558",0.034,"Spring-Winter","Eff"
"Prevotella","Zotu15559",0.002,"Spring","Eff"
"Lacunisphaera","Zotu15560",0.029,"Spring-Winter","Eff"
"uncultured","Zotu15561",0.001,"Spring-Winter","Eff"
"Brachymonas","Zotu15564",0.006,"Spring-Winter","Eff"
"uncultured","Zotu15568",0.001,"Winter","Eff"
"Lacihabitans","Zotu15569",0.013,"Spring-Winter","Eff"
"Acinetobacter","Zotu15570",0.037,"Spring-Winter","Eff"
"Pseudomonas","Zotu15577",0.013,"Spring-Winter","Eff"
"uncultured","Zotu15578",0.012,"Spring-Winter","Eff"
"Lutispora","Zotu15580",0.046,"Spring-Winter","Eff"
"Bifidobacterium","Zotu15582",0.001,"Spring","Eff"
"uncultured","Zotu15583",0.003,"Spring-Winter","Eff"
"Flavobacterium","Zotu15584",0.001,"Winter","Eff"
"uncultured","Zotu15587",0.012,"Spring-Winter","Eff"
"BCf9-17_termite_group","Zotu15589",0.001,"Spring","Eff"
"Pseudomonas","Zotu15590",0.003,"Spring","Eff"
"Chthoniobacter","Zotu15595",0.014,"Winter","Eff"
"Coprothermobacter","Zotu15597",0.004,"Winter","Eff"
"Bacteroides","Zotu15599",0.005,"Spring-Winter","Eff"
"Cloacibacillus","Zotu15600",0.005,"Winter","Eff"
"Bdellovibrio","Zotu15601",0.007,"Winter","Eff"
"Lactococcus","Zotu15611",0.004,"Winter","Eff"
"Pseudomonas","Zotu15621",0.001,"Winter","Eff"
"Bogoriella","Zotu15622",0.001,"Winter","Eff"
"Aestuariimicrobium","Zotu15624",0.004,"Spring-Winter","Eff"
"Uruburuella","Zotu15625",0.012,"Winter","Eff"
"Prevotella","Zotu15627",0.008,"Winter","Eff"
"Christensenellaceae_R-7_group","Zotu15637",0.007,"Spring","Eff"
"Novosphingobium","Zotu15660",0.002,"Spring","Eff"
"Agathobacter","Zotu15661",0.01,"Spring","Eff"
"Undibacterium","Zotu15662",0.001,"Spring-Winter","Eff"
"Microbacterium","Zotu15670",0.013,"Winter","Eff"
"uncultured","Zotu15677",0.006,"Winter","Eff"
"Desulfatiferula","Zotu15701",0.001,"Spring","Eff"
"Macellibacteroides","Zotu15702",0.002,"Winter","Eff"
"Arcicella","Zotu15703",0.044,"Spring-Winter","Eff"
"Christensenellaceae_R-7_group","Zotu15710",0.003,"Spring","Eff"
"Bacteroides","Zotu15722",0.018,"Spring","Eff"
"Leadbetterella","Zotu15731",0.007,"Winter","Eff"
"Propionivibrio","Zotu15733",0.019,"Spring","Eff"
"Bacteroides","Zotu15738",0.001,"Winter","Eff"
"uncultured","Zotu15739",0.005,"Winter","Eff"
"Cardiobacteriales","Zotu15741",0.001,"Winter","Eff"
"Acinetobacter","Zotu15742",0.012,"Winter","Eff"
"NK4A214_group","Zotu15787",0.001,"Spring","Eff"
"Dyadobacter","Zotu15832",0.018,"Spring-Winter","Eff"
"Blautia","Zotu15861",0.031,"Spring","Eff"
"Citrobacter","Zotu15880",0.01,"Spring","Eff"
"Pseudarcobacter","Zotu1",0.002,"Fall-Summer","Inf"
"Dechloromonas","Zotu2",0.001,"Fall-Summer","Inf"
"Lentimicrobium","Zotu7",0.002,"Fall-Summer","Inf"
"Rhodoferax","Zotu8",0.001,"Fall-Summer","Inf"
"Geothrix","Zotu9",0.001,"Fall-Summer","Inf"
"Fervidobacterium","Zotu10",0.001,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu11",0.001,"Fall-Summer","Inf"
"Acidovorax","Zotu12",0.003,"Fall-Summer","Inf"
"Novosphingobium","Zotu14",0.001,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu16",0.015,"Summer","Inf"
"D8A-2","Zotu19",0.04,"Fall-Summer-Winter","Inf"
"Defluviitoga","Zotu20",0.001,"Fall-Summer","Inf"
"env.OPS_17","Zotu21",0.002,"Fall-Summer","Inf"
"Cloacibacterium","Zotu23",0.014,"Summer","Inf"
"Arcobacter","Zotu24",0.001,"Fall-Summer","Inf"
"Pseudarcobacter","Zotu25",0.036,"Fall-Spring-Summer","Inf"
"Lentimicrobium","Zotu26",0.001,"Summer","Inf"
"Coprothermobacter","Zotu28",0.001,"Fall-Summer","Inf"
"Lentimicrobium","Zotu30",0.002,"Fall-Summer","Inf"
"Thermomonas","Zotu31",0.001,"Fall-Summer","Inf"
"Zoogloea","Zotu32",0.001,"Spring-Summer-Winter","Inf"
"[Agitococcus]_lubricus_group","Zotu33",0.001,"Fall-Summer","Inf"
"Acinetobacter","Zotu34",0.001,"Fall-Summer","Inf"
"Thermomonas","Zotu35",0.001,"Fall-Summer","Inf"
"Thiothrix","Zotu36",0.001,"Fall-Summer","Inf"
"Dechloromonas","Zotu37",0.002,"Fall-Summer","Inf"
"Zoogloea","Zotu38",0.03,"Fall-Spring-Summer","Inf"
"Coprothermobacter","Zotu39",0.001,"Fall-Summer","Inf"
"Acetomicrobium","Zotu40",0.001,"Fall-Summer","Inf"
"Rhodobacter","Zotu42",0.001,"Fall-Summer","Inf"
"uncultured","Zotu44",0.001,"Fall-Summer","Inf"
"uncultured","Zotu45",0.03,"Fall-Summer","Inf"
"Acetomicrobium","Zotu46",0.001,"Fall-Summer","Inf"
"Limnohabitans","Zotu48",0.001,"Fall-Summer","Inf"
"Flavobacterium","Zotu49",0.003,"Fall-Summer","Inf"
"NS11-12_marine_group","Zotu50",0.001,"Fall-Summer","Inf"
"Comamonas","Zotu51",0.008,"Fall-Summer","Inf"
"Tetrasphaera","Zotu52",0.001,"Fall-Summer","Inf"
"NS11-12_marine_group","Zotu53",0.001,"Fall-Summer","Inf"
"Novosphingobium","Zotu54",0.029,"Fall-Summer","Inf"
"Coprothermobacter","Zotu55",0.002,"Fall-Summer","Inf"
"Zoogloea","Zotu56",0.001,"Fall-Summer","Inf"
"Acidovorax","Zotu57",0.002,"Fall-Summer","Inf"
"uncultured","Zotu58",0.001,"Fall-Summer","Inf"
"Nannocystis","Zotu59",0.001,"Fall-Summer","Inf"
"Fluviicola","Zotu60",0.009,"Fall-Summer","Inf"
"Limnohabitans","Zotu61",0.009,"Fall-Summer","Inf"
"Arcobacter","Zotu62",0.001,"Fall-Summer","Inf"
"Thiothrix","Zotu63",0.006,"Fall-Summer","Inf"
"Chryseobacterium","Zotu64",0.001,"Fall-Summer","Inf"
"Aquabacterium","Zotu65",0.001,"Fall-Summer","Inf"
"Runella","Zotu66",0.001,"Summer","Inf"
"Chryseobacterium","Zotu67",0.001,"Fall-Summer","Inf"
"Zoogloea","Zotu68",0.004,"Fall-Summer","Inf"
"Halomonas","Zotu69",0.004,"Summer","Inf"
"Haliangium","Zotu70",0.001,"Fall-Summer","Inf"
"37-13","Zotu71",0.001,"Fall-Summer","Inf"
"Flavobacterium","Zotu72",0.001,"Fall-Summer","Inf"
"Zoogloea","Zotu73",0.001,"Fall-Summer","Inf"
"Acidovorax","Zotu74",0.001,"Spring-Winter","Inf"
"Sphaerotilus","Zotu75",0.001,"Fall-Summer","Inf"
"Cloacibacterium","Zotu76",0.007,"Fall-Summer","Inf"
"Candidatus_Caldatribacterium","Zotu77",0.001,"Fall-Summer","Inf"
"Enhydrobacter","Zotu78",0.001,"Fall-Summer","Inf"
"Rhodoferax","Zotu82",0.006,"Spring-Summer","Inf"
"Coprothermobacter","Zotu84",0.001,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu85",0.001,"Fall-Summer","Inf"
"Enhydrobacter","Zotu86",0.001,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu89",0.001,"Fall-Summer","Inf"
"Coprothermobacter","Zotu90",0.001,"Fall-Summer","Inf"
"Candidatus_Caldatribacterium","Zotu91",0.01,"Fall-Summer","Inf"
"Pseudarcobacter","Zotu92",0.001,"Fall-Summer","Inf"
"Enhydrobacter","Zotu93",0.002,"Fall-Summer","Inf"
"Microbacterium","Zotu94",0.004,"Fall-Spring-Winter","Inf"
"Thiothrix","Zotu95",0.001,"Fall-Summer","Inf"
"Novosphingobium","Zotu96",0.002,"Fall-Spring-Summer","Inf"
"uncultured","Zotu97",0.001,"Fall-Summer","Inf"
"T34","Zotu98",0.002,"Fall-Summer","Inf"
"Thiothrix","Zotu101",0.001,"Fall-Summer","Inf"
"Enhydrobacter","Zotu102",0.001,"Fall-Summer","Inf"
"uncultured","Zotu103",0.008,"Fall-Summer","Inf"
"uncultured","Zotu104",0.005,"Fall-Spring-Summer","Inf"
"Cloacibacterium","Zotu106",0.001,"Fall-Summer","Inf"
"Fervidobacterium","Zotu107",0.002,"Summer","Inf"
"NS11-12_marine_group","Zotu108",0.04,"Spring-Winter","Inf"
"Hydrogenophaga","Zotu110",0.003,"Fall-Summer","Inf"
"uncultured","Zotu112",0.001,"Spring-Winter","Inf"
"Flavobacterium","Zotu113",0.043,"Fall-Summer","Inf"
"Arcobacter","Zotu114",0.001,"Fall-Summer","Inf"
"Paludibacter","Zotu116",0.001,"Summer","Inf"
"Comamonas","Zotu117",0.001,"Fall-Summer","Inf"
"Hypnocyclicus","Zotu119",0.002,"Fall-Summer","Inf"
"Novosphingobium","Zotu120",0.001,"Fall-Summer","Inf"
"Geothrix","Zotu122",0.001,"Fall-Summer","Inf"
"Zoogloea","Zotu126",0.001,"Fall-Summer","Inf"
"Ornithinibacter","Zotu127",0.011,"Fall-Summer","Inf"
"Rhodoferax","Zotu129",0.003,"Summer","Inf"
"Nannocystis","Zotu130",0.002,"Fall-Summer","Inf"
"Alkanindiges","Zotu131",0.001,"Fall-Summer","Inf"
"Limnohabitans","Zotu132",0.001,"Fall-Summer","Inf"
"Ahniella","Zotu133",0.004,"Fall-Summer","Inf"
"Hydrogenophaga","Zotu136",0.001,"Fall-Summer","Inf"
"Terrimonas","Zotu137",0.001,"Spring-Summer-Winter","Inf"
"uncultured","Zotu138",0.016,"Fall-Summer","Inf"
"Novosphingobium","Zotu139",0.001,"Fall-Summer","Inf"
"D8A-2","Zotu140",0.001,"Fall-Summer","Inf"
"Hydrogenophaga","Zotu142",0.016,"Fall-Summer","Inf"
"Hydrogenophaga","Zotu143",0.001,"Fall-Summer","Inf"
"Zoogloea","Zotu144",0.001,"Fall-Summer","Inf"
"Rhodoferax","Zotu145",0.001,"Fall-Summer","Inf"
"T34","Zotu146",0.001,"Fall-Summer","Inf"
"env.OPS_17","Zotu147",0.01,"Fall-Summer","Inf"
"A0839","Zotu149",0.001,"Fall-Summer","Inf"
"Halomonas","Zotu150",0.003,"Fall-Summer","Inf"
"Rivicola","Zotu153",0.001,"Fall-Summer","Inf"
"uncultured","Zotu154",0.001,"Fall-Summer","Inf"
"Candidatus_Accumulibacter","Zotu155",0.001,"Fall-Summer","Inf"
"Lentimicrobiaceae","Zotu156",0.018,"Fall-Summer","Inf"
"Rhodoferax","Zotu158",0.012,"Fall-Summer","Inf"
"uncultured","Zotu159",0.002,"Fall-Summer","Inf"
"uncultured","Zotu160",0.002,"Fall-Summer","Inf"
"Diaphorobacter","Zotu161",0.001,"Fall-Summer","Inf"
"uncultured","Zotu163",0.001,"Fall-Spring-Summer","Inf"
"Leptotrichia","Zotu167",0.002,"Fall-Summer","Inf"
"Pseudarcobacter","Zotu168",0.003,"Fall-Summer","Inf"
"Rivicola","Zotu169",0.001,"Fall-Summer","Inf"
"Thiothrix","Zotu170",0.002,"Fall-Summer","Inf"
"Arcobacter","Zotu171",0.001,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu175",0.002,"Fall-Summer","Inf"
"Beggiatoa","Zotu177",0.001,"Fall-Spring-Winter","Inf"
"Limnohabitans","Zotu178",0.002,"Fall-Summer","Inf"
"Zoogloea","Zotu180",0.001,"Fall-Summer","Inf"
"Leptotrichia","Zotu181",0.002,"Fall-Summer","Inf"
"Dechloromonas","Zotu183",0.001,"Fall-Summer","Inf"
"Comamonas","Zotu184",0.015,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu185",0.001,"Fall-Summer","Inf"
"Pseudomonas","Zotu187",0.001,"Fall-Summer","Inf"
"Aquabacterium","Zotu188",0.031,"Fall-Summer","Inf"
"Methylotenera","Zotu189",0.012,"Fall-Spring-Winter","Inf"
"[Eubacterium]_coprostanoligenes_group","Zotu191",0.001,"Fall-Summer","Inf"
"Hydrogenedensaceae","Zotu192",0.002,"Fall-Summer","Inf"
"Undibacterium","Zotu193",0.001,"Fall-Summer","Inf"
"Phaselicystis","Zotu194",0.001,"Fall-Summer","Inf"
"Flavobacterium","Zotu196",0.001,"Fall-Summer","Inf"
"Coprothermobacter","Zotu197",0.003,"Fall-Summer","Inf"
"Acinetobacter","Zotu199",0.047,"Fall-Spring-Summer","Inf"
"WCHB1-32","Zotu201",0.001,"Fall-Summer","Inf"
"uncultured","Zotu202",0.002,"Fall-Summer","Inf"
"Hydrogenophaga","Zotu203",0.032,"Fall-Summer","Inf"
"uncultured","Zotu204",0.001,"Fall-Summer","Inf"
"Candidatus_Accumulibacter","Zotu205",0.016,"Spring-Summer-Winter","Inf"
"uncultured","Zotu206",0.001,"Fall-Summer","Inf"
"Flavobacterium","Zotu208",0.001,"Fall-Summer","Inf"
"uncultured","Zotu211",0.026,"Spring-Winter","Inf"
"Novosphingobium","Zotu212",0.001,"Fall-Summer","Inf"
"uncultured","Zotu213",0.012,"Fall-Summer","Inf"
"Zoogloea","Zotu214",0.001,"Fall-Summer","Inf"
"GKS98_freshwater_group","Zotu216",0.003,"Fall-Summer","Inf"
"Arcobacter","Zotu217",0.001,"Fall-Summer","Inf"
"UBA10353_marine_group","Zotu218",0.002,"Fall-Spring-Summer","Inf"
"Hypnocyclicus","Zotu220",0.001,"Fall-Summer","Inf"
"Thermomonas","Zotu221",0.012,"Fall-Spring-Winter","Inf"
"uncultured","Zotu223",0.001,"Fall-Summer","Inf"
"Propionivibrio","Zotu224",0.001,"Fall-Summer","Inf"
"Lactococcus","Zotu225",0.031,"Fall-Summer","Inf"
"uncultured","Zotu226",0.036,"Fall-Summer","Inf"
"Limnohabitans","Zotu227",0.014,"Fall-Summer","Inf"
"uncultured","Zotu228",0.001,"Fall-Summer","Inf"
"oc32","Zotu231",0.001,"Fall-Summer","Inf"
"Haliangium","Zotu232",0.001,"Fall-Summer","Inf"
"Acinetobacter","Zotu233",0.005,"Fall-Summer","Inf"
"Sphaerotilus","Zotu235",0.001,"Fall-Summer","Inf"
"Cloacibacterium","Zotu237",0.026,"Fall-Spring-Summer","Inf"
"uncultured","Zotu238",0.006,"Fall-Summer","Inf"
"Bergeyella","Zotu239",0.046,"Fall-Summer","Inf"
"Acinetobacter","Zotu240",0.001,"Fall-Summer","Inf"
"37-13","Zotu241",0.001,"Fall-Summer","Inf"
"Aquimonas","Zotu243",0.031,"Summer","Inf"
"D8A-2","Zotu245",0.001,"Fall-Summer","Inf"
"Fluviicoccus","Zotu246",0.002,"Fall-Summer","Inf"
"Candidatus_Accumulibacter","Zotu248",0.024,"Spring","Inf"
"uncultured","Zotu249",0.024,"Summer","Inf"
"Alkanindiges","Zotu250",0.001,"Summer","Inf"
"AAP99","Zotu251",0.001,"Fall-Summer","Inf"
"WCHB1-32","Zotu252",0.003,"Fall-Summer","Inf"
"Acidovorax","Zotu253",0.007,"Fall-Summer","Inf"
"SBR1031","Zotu254",0.002,"Fall-Summer","Inf"
"Microbacterium","Zotu255",0.002,"Summer","Inf"
"Acidovorax","Zotu256",0.018,"Fall-Summer","Inf"
"Rhodoferax","Zotu257",0.043,"Summer","Inf"
"37-13","Zotu258",0.012,"Fall-Summer","Inf"
"Acinetobacter","Zotu259",0.002,"Spring-Winter","Inf"
"Flavobacterium","Zotu260",0.001,"Fall-Summer","Inf"
"Streptococcus","Zotu261",0.001,"Fall-Summer","Inf"
"uncultured","Zotu262",0.001,"Fall-Summer","Inf"
"Zoogloea","Zotu263",0.026,"Fall-Summer","Inf"
"Syntrophomonas","Zotu264",0.033,"Fall-Spring-Summer","Inf"
"Acinetobacter","Zotu265",0.001,"Fall-Summer","Inf"
"Trichococcus","Zotu269",0.002,"Fall-Summer","Inf"
"uncultured","Zotu270",0.001,"Fall-Summer","Inf"
"Tolumonas","Zotu272",0.002,"Fall-Summer","Inf"
"Haliangium","Zotu273",0.001,"Spring-Winter","Inf"
"Acinetobacter","Zotu275",0.001,"Fall-Summer","Inf"
"uncultured","Zotu277",0.009,"Fall-Summer","Inf"
"uncultured","Zotu278",0.031,"Spring-Winter","Inf"
"Comamonas","Zotu280",0.021,"Fall-Summer-Winter","Inf"
"Rivicola","Zotu281",0.018,"Fall-Summer","Inf"
"Acinetobacter","Zotu283",0.021,"Summer","Inf"
"Pseudorhodobacter","Zotu284",0.016,"Fall-Summer","Inf"
"uncultured","Zotu286",0.007,"Fall-Summer","Inf"
"Aquabacterium","Zotu288",0.001,"Fall-Summer","Inf"
"Aeromonas","Zotu289",0.001,"Summer","Inf"
"uncultured","Zotu290",0.001,"Fall-Summer","Inf"
"Rivicola","Zotu291",0.014,"Fall-Summer","Inf"
"Pseudarcobacter","Zotu292",0.003,"Spring-Winter","Inf"
"Devosia","Zotu293",0.004,"Fall-Summer","Inf"
"Thiothrix","Zotu295",0.004,"Fall-Summer","Inf"
"Thermogutta","Zotu297",0.001,"Fall-Summer","Inf"
"Aquabacterium","Zotu299",0.001,"Fall-Summer","Inf"
"Acidovorax","Zotu300",0.002,"Fall-Summer","Inf"
"Thiothrix","Zotu301",0.002,"Fall-Summer","Inf"
"37-13","Zotu302",0.004,"Fall-Summer","Inf"
"mle1-27","Zotu303",0.002,"Fall-Summer","Inf"
"env.OPS_17","Zotu304",0.001,"Fall-Summer","Inf"
"Hydrogenophaga","Zotu305",0.023,"Summer","Inf"
"Comamonas","Zotu306",0.001,"Fall-Summer","Inf"
"Pedobacter","Zotu308",0.009,"Fall-Spring-Summer","Inf"
"Pseudarcobacter","Zotu311",0.012,"Summer","Inf"
"Hypnocyclicus","Zotu312",0.001,"Fall-Summer","Inf"
"Cloacibacterium","Zotu313",0.003,"Fall-Summer","Inf"
"env.OPS_17","Zotu314",0.001,"Fall-Summer","Inf"
"Flavobacterium","Zotu317",0.014,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu318",0.001,"Fall-Summer","Inf"
"Simplicispira","Zotu319",0.002,"Fall-Summer","Inf"
"Sphaerotilus","Zotu320",0.001,"Fall-Summer","Inf"
"Lentimicrobiaceae","Zotu321",0.014,"Fall-Summer-Winter","Inf"
"MBA03","Zotu322",0.003,"Fall-Summer","Inf"
"Ruminiclostridium","Zotu329",0.016,"Fall-Summer","Inf"
"Hypnocyclicus","Zotu330",0.001,"Fall-Summer","Inf"
"Arcobacter","Zotu331",0.001,"Fall-Summer","Inf"
"Methyloversatilis","Zotu332",0.001,"Fall-Summer","Inf"
"Devosia","Zotu335",0.004,"Fall-Summer","Inf"
"Pajaroellobacter","Zotu336",0.007,"Fall-Summer","Inf"
"Cloacibacterium","Zotu339",0.027,"Fall-Summer","Inf"
"Rhodobacter","Zotu340",0.036,"Fall-Summer","Inf"
"Aeromonas","Zotu343",0.001,"Fall-Summer","Inf"
"Rhodobacter","Zotu346",0.011,"Fall-Summer","Inf"
"Christensenellaceae_R-7_group","Zotu348",0.001,"Fall-Summer","Inf"
"Phenylobacterium","Zotu349",0.001,"Fall-Summer","Inf"
"Pelomonas","Zotu350",0.019,"Fall-Summer","Inf"
"Flavobacterium","Zotu351",0.001,"Fall-Summer","Inf"
"Janthinobacterium","Zotu352",0.003,"Fall-Summer","Inf"
"Novosphingobium","Zotu353",0.002,"Fall-Summer","Inf"
"Marmoricola","Zotu355",0.001,"Fall-Summer","Inf"
"Acinetobacter","Zotu356",0.014,"Fall-Spring-Summer","Inf"
"Acinetobacter","Zotu359",0.034,"Fall-Summer","Inf"
"Acetomicrobium","Zotu360",0.001,"Fall-Summer","Inf"
"uncultured","Zotu361",0.002,"Fall-Summer","Inf"
"Mitochondria","Zotu362",0.002,"Fall-Summer","Inf"
"Zoogloea","Zotu365",0.001,"Fall-Summer","Inf"
"Comamonas","Zotu366",0.002,"Fall-Summer","Inf"
"uncultured","Zotu367",0.001,"Fall-Summer","Inf"
"uncultured","Zotu372",0.003,"Summer","Inf"
"Paludibacter","Zotu373",0.001,"Fall-Summer","Inf"
"Novosphingobium","Zotu374",0.003,"Fall-Spring-Winter","Inf"
"Ferribacterium","Zotu376",0.024,"Summer","Inf"
"Acidovorax","Zotu378",0.037,"Fall-Summer","Inf"
"Thiothrix","Zotu379",0.004,"Fall-Summer","Inf"
"Phenylobacterium","Zotu380",0.001,"Fall-Summer","Inf"
"Iamia","Zotu385",0.005,"Fall-Summer","Inf"
"Thermomonas","Zotu386",0.001,"Fall-Summer","Inf"
"Halomonas","Zotu387",0.001,"Fall-Summer","Inf"
"Acetomicrobium","Zotu388",0.001,"Fall-Summer","Inf"
"AKYH767","Zotu389",0.008,"Fall-Summer","Inf"
"Fluviicoccus","Zotu390",0.002,"Fall-Summer","Inf"
"uncultured","Zotu391",0.001,"Fall-Summer","Inf"
"SH3-11","Zotu392",0.002,"Fall-Summer","Inf"
"Cloacibacterium","Zotu393",0.001,"Fall-Summer","Inf"
"Zoogloea","Zotu396",0.001,"Fall-Summer","Inf"
"Leucobacter","Zotu398",0.002,"Fall-Summer","Inf"
"Aeromonas","Zotu399",0.003,"Fall-Summer","Inf"
"P3OB-42","Zotu400",0.004,"Summer","Inf"
"Rhodobacter","Zotu402",0.002,"Fall-Summer","Inf"
"Flavobacterium","Zotu404",0.001,"Fall-Summer","Inf"
"Ruminiclostridium","Zotu406",0.002,"Fall-Summer","Inf"
"Thiothrix","Zotu407",0.002,"Fall-Summer","Inf"
"Fluviicoccus","Zotu410",0.001,"Fall-Summer","Inf"
"Comamonas","Zotu413",0.003,"Fall-Summer","Inf"
"Sericytochromatia","Zotu414",0.001,"Fall-Summer","Inf"
"Flavobacterium","Zotu415",0.021,"Fall-Summer","Inf"
"Rhodobacteraceae","Zotu416",0.041,"Fall-Summer","Inf"
"Streptococcus","Zotu418",0.002,"Fall-Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu420",0.017,"Spring-Winter","Inf"
"Syntrophomonas","Zotu421",0.001,"Fall-Summer","Inf"
"BSV13","Zotu423",0.001,"Fall-Summer","Inf"
"Aquabacterium","Zotu424",0.001,"Fall-Summer","Inf"
"Opitutus","Zotu425",0.002,"Summer","Inf"
"Halomonas","Zotu426",0.005,"Fall-Summer","Inf"
"Limnochordia","Zotu428",0.014,"Fall-Summer-Winter","Inf"
"Cloacibacterium","Zotu432",0.041,"Fall-Summer","Inf"
"Bifidobacterium","Zotu433",0.001,"Fall-Summer","Inf"
"Lautropia","Zotu434",0.03,"Fall-Summer","Inf"
"Acinetobacter","Zotu435",0.001,"Fall-Summer","Inf"
"Bacteroides","Zotu436",0.001,"Fall-Summer","Inf"
"Uruburuella","Zotu437",0.001,"Fall-Summer","Inf"
"Aeromonas","Zotu439",0.001,"Fall-Summer-Winter","Inf"
"Thermomonas","Zotu440",0.001,"Fall-Summer","Inf"
"IMCC26207","Zotu441",0.016,"Summer","Inf"
"Caulobacter","Zotu442",0.001,"Fall-Summer","Inf"
"Bacteriovorax","Zotu448",0.004,"Fall-Summer","Inf"
"Cloacibacterium","Zotu449",0.001,"Fall-Summer","Inf"
"Sphaerotilus","Zotu450",0.038,"Fall-Summer","Inf"
"Hylemonella","Zotu451",0.015,"Summer","Inf"
"Acinetobacter","Zotu453",0.001,"Fall-Summer","Inf"
"Aquabacterium","Zotu454",0.001,"Fall-Summer","Inf"
"Fluviicola","Zotu455",0.001,"Fall-Summer","Inf"
"Aeromonas","Zotu456",0.001,"Fall-Summer","Inf"
"Chryseobacterium","Zotu457",0.001,"Fall-Summer","Inf"
"Rhodoferax","Zotu459",0.01,"Summer","Inf"
"uncultured","Zotu466",0.001,"Fall-Summer","Inf"
"Pseudarcobacter","Zotu467",0.001,"Spring-Summer-Winter","Inf"
"Methylotenera","Zotu468",0.001,"Fall-Summer","Inf"
"Pseudomonas","Zotu469",0.001,"Fall-Summer","Inf"
"Sulfuritalea","Zotu470",0.001,"Fall-Summer","Inf"
"uncultured","Zotu471",0.002,"Fall-Summer","Inf"
"MBA03","Zotu476",0.002,"Fall-Summer","Inf"
"Paludibacter","Zotu478",0.004,"Fall-Summer","Inf"
"Propionivibrio","Zotu479",0.002,"Fall-Summer","Inf"
"Arcobacter","Zotu480",0.001,"Fall-Summer","Inf"
"Lentimicrobiaceae","Zotu481",0.013,"Fall-Summer","Inf"
"uncultured","Zotu482",0.001,"Fall-Summer","Inf"
"Sericytochromatia","Zotu484",0.046,"Fall-Summer","Inf"
"uncultured","Zotu485",0.001,"Fall-Summer","Inf"
"Aeromonas","Zotu486",0.03,"Fall-Summer","Inf"
"Fluviicoccus","Zotu487",0.001,"Fall-Summer","Inf"
"Paracoccus","Zotu488",0.005,"Summer","Inf"
"Rhodoferax","Zotu489",0.023,"Fall-Summer","Inf"
"Hydrogenophaga","Zotu492",0.002,"Fall-Summer","Inf"
"uncultured","Zotu494",0.001,"Fall-Summer","Inf"
"uncultured","Zotu498",0.004,"Summer","Inf"
"uncultured","Zotu501",0.002,"Fall-Summer","Inf"
"Desulfovibrio","Zotu502",0.025,"Fall-Summer","Inf"
"Comamonas","Zotu503",0.001,"Fall-Summer","Inf"
"Novosphingobium","Zotu504",0.04,"Fall-Summer","Inf"
"Acinetobacter","Zotu505",0.001,"Summer","Inf"
"[Agitococcus]_lubricus_group","Zotu506",0.03,"Spring-Summer-Winter","Inf"
"Leptothrix","Zotu510",0.041,"Fall-Summer","Inf"
"Dechloromonas","Zotu513",0.008,"Summer","Inf"
"Tetrasphaera","Zotu514",0.002,"Summer","Inf"
"uncultured","Zotu515",0.036,"Summer","Inf"
"Chryseobacterium","Zotu517",0.014,"Spring-Summer-Winter","Inf"
"Tessaracoccus","Zotu518",0.004,"Fall-Summer","Inf"
"uncultured","Zotu520",0.001,"Summer","Inf"
"Rhodobacter","Zotu521",0.002,"Fall-Summer","Inf"
"Flavobacterium","Zotu522",0.002,"Fall-Summer","Inf"
"Chthoniobacter","Zotu523",0.043,"Summer","Inf"
"Acetomicrobium","Zotu525",0.006,"Fall-Summer","Inf"
"Candidatus_Caldatribacterium","Zotu526",0.001,"Fall-Summer","Inf"
"T34","Zotu527",0.002,"Fall-Summer","Inf"
"uncultured","Zotu529",0.001,"Fall-Summer","Inf"
"Micropruina","Zotu530",0.045,"Summer","Inf"
"Pseudomonas","Zotu531",0.001,"Spring-Winter","Inf"
"uncultured","Zotu532",0.001,"Fall-Summer","Inf"
"Arcobacter","Zotu536",0.001,"Fall-Summer","Inf"
"Coprothermobacter","Zotu537",0.004,"Fall-Summer","Inf"
"Sphingomonas","Zotu538",0.002,"Fall-Summer","Inf"
"Novosphingobium","Zotu539",0.003,"Summer","Inf"
"Propioniciclava","Zotu540",0.007,"Fall-Summer","Inf"
"Flavobacterium","Zotu543",0.001,"Fall-Summer","Inf"
"uncultured","Zotu544",0.001,"Fall-Summer","Inf"
"Limnohabitans","Zotu546",0.032,"Fall-Spring-Summer","Inf"
"Acidovorax","Zotu548",0.001,"Fall-Summer","Inf"
"Rhodoferax","Zotu549",0.001,"Fall-Summer","Inf"
"Pseudomonas","Zotu550",0.001,"Fall-Summer","Inf"
